Accession,Gene Symbol
Q9BXJ0,C1QTNF5
Q9H040,SPRTN
Q9H3G5,CPVL
Q9H6X5,C19orf44
Q9H936,SLC25A22
Q9NQM4,DNAAF6
Q9NQV8,PRDM8
Q9NRG1,PRTFDC1
Q9UJQ4,SALL4
Q9ULK4,MED23
Q9Y3B6,EMC9
Q9Y5G7,PCDHGA6
Q9Y6Q3,ZFP37
A0A075B6I3,IGLV11-55
A0A0A0MS04,TRBV6-7
A0A0B4J234,TRAV2
A0PK05,TMEM72
A4QPB2,LRP5L
A6NC62,RBAKDN
B6SEH8,ERVV-1
H3BTG2,TEX46
O00468,AGRN
O15357,INPPL1
O15444,CCL25
O75084,FZD7
O75185,ATP2C2
O75629,CREG1
O75886,STAM2
O95236,APOL3
O95789,ZMYM6
O95947,TBX6
O95989,NUDT3
P08238,HSP90AB1
P0C7N5,OR8U9
P0C869,PLA2G4B
P0CG22,DHRS4L1
P0DMU2,OR8G3
P0DX01,GOLGA6L25
P10163,PRB4
P13640,MT1G
P19634,SLC9A1
P31152,MAPK4
P32238,CCKAR
P48380,RFX3
P51530,DNA2
P51797,CLCN6
P57088,TMEM33
P59796,GPX6
P62380,TBPL1
Q02080,MEF2B
Q05066,SRY
Q06547,GABPB1
Q13425,SNTB2
Q13509,TUBB3
Q13882,PTK6
Q13952,NFYC
Q14126,DSG2
Q14435,GALNT3
Q16827,PTPRO
Q2NKX8,ERCC6L
Q53SZ7,PRR30
Q5MNZ9,WIPI1
Q5TDH0,DDI2
Q641Q3,METRNL
Q6PGQ1,DRICH1
Q6QHC5,DEGS2
Q6UWF5,UNQ5815/PRO19632
Q6XPS3,TPTE2
Q6ZMB0,B3GNT6
Q76NI1,KNDC1
Q7Z309,PABIR2
Q7Z401,DENND4A
Q86XQ3,CATSPER3
Q86Y78,LYPD6
Q8IU99,CALHM1
Q8IV53,DENND1C
Q8IVF5,TIAM2
Q8IY81,FTSJ3
Q8N2G6,ZCCHC24
Q8N344,MIER2
Q8N3S3,PHTF2
Q8N6L1,KRTCAP2
Q8N8V2,GBP7
Q8NGX6,OR10R2
Q8WU20,FRS2
Q8WWW8,GAB3
Q96BJ3,AIDA
Q96G75,RMND5B
Q96H20,SNF8
Q96N58,ZNF578
Q9BQI0,AIF1L
Q9BV94,EDEM2
Q9BY78,RNF26
Q9H0S4,DDX47
Q9H4L7,SMARCAD1
Q9H5Y7,SLITRK6
Q9H7M6,ZSWIM4
Q9HBI6,CYP4F11
Q9NP86,CABP5
Q9NR77,PXMP2
Q9NRA8,EIF4ENIF1
Q9NUA8,ZBTB40
Q9NVX7,KBTBD4
Q9NW15,ANO10
Q9NWV8,BABAM1
Q9P0S9,TMEM14C
Q9UHL4,DPP7
Q9UKL3,CASP8AP2
Q9UKR3,KLK13
Q9UPT9,USP22
Q9Y255,PRELID1
Q9Y5Q8,GTF3C5
Q9Y624,F11R
A0A075B6K0,IGLV3-16
A0A1B0GVT2,SMIM36
A2A3N6,PIPSL
E9PJI5,NPIPA7
F5H4B4,FAM227A
H0YKK7,GOLGA6L19
O14579,COPE
O14950,MYL12B
O43908,KLRC4
O60663,LMX1B
O94818,NOL4
O95622,ADCY5
O96013,PAK4
P00338,LDHA
P14314,PRKCSH
P15822,HIVEP1
P20290,BTF3
P20700,LMNB1
P22732,SLC2A5
P28908,TNFRSF8
P31249,HOXD3
P35573,AGL
P39905,GDNF
P42575,CASP2
P49006,MARCKSL1
P49023,PXN
P51575,P2RX1
P55209,NAP1L1
P55899,FCGRT
P58417,NXPH1
P59510,ADAMTS20
P61981,YWHAG
Q03989,ARID5A
Q0P6D2,DIPK1C
Q0P6H9,TMEM62
Q15012,LAPTM4A
Q1W209,ESRG
Q32M78,ZNF699
Q3LI68,KRTAP22-2
Q3LI76,KRTAP15-1
Q5VXI9,LIPN
Q5XLA6,CARD17P
Q6L8Q7,PDE12
Q6NTF9,RHBDD2
Q6NX45,ZNF774
Q6P1K1,SLC48A1
Q6PIV7,SLC25A34
Q6UXB4,CLEC4G
Q6ZWB6,KCTD8
Q75VX8,GAREM2
Q86V25,VASH2
Q8IUH8,SPPL2C
Q8IWT6,LRRC8A
Q8N961,ABTB2
Q8ND56,LSM14A
Q8NDZ4,DIPK2A
Q8NFU3,TSTD1
Q8NFY4,SEMA6D
Q8NG41,NPB
Q8NGJ2,OR52H1
Q8TAP4,LMO3
Q8TBR7,TLCD3A
Q8TEB9,RHBDD1
Q8WYB5,KAT6B
Q96DR7,ARHGEF26
Q96M02,C10orf90
Q96M86,DNHD1
Q96N06,SPATA33
Q9BR09,NEURL2
Q9BY10,SLC46A2
Q9BY76,ANGPTL4
Q9BY89,KIAA1671
Q9C0H6,KLHL4
Q9H0J4,QRICH2
Q9H0T7,RAB17
Q9H0W9,C11orf54
Q9H1A3,METTL9
Q9H1V8,SLC6A17
Q9H293,IL25
Q9H3Z7,ABHD16B
Q9H4I8,SERHL2
Q9H4S2,GSX1
Q9H606,PRORY
Q9H7X0,NAA60
Q9HAH7,FBRS
Q9NP70,AMBN
Q9NSA3,CTNNBIP1
Q9NSD4,ZNF275
Q9NX31,OSER1
Q9P2S5,WRAP73
Q9UI12,ATP6V1H
Q9UIK5,TMEFF2
Q9UPE1,SRPK3
Q9UQB8,BAIAP2
Q9Y224,RTRAF
Q9Y2T4,PPP2R2C
Q9Y577,TRIM17
Q9Y5A9,YTHDF2
A0A286YF58,TMEM271
A0PK00,TMEM120B
A6NIR3,AGAP5
H3BR10,SMLR1
O14802,POLR3A
O15062,ZBTB5
O60220,TIMM8A
O60232,ZNRD2
O60858,TRIM13
O75718,CRTAP
O94827,PLEKHG5
O95528,SLC2A10
O95822,MLYCD
O95864,FADS2
O96020,CCNE2
P00414,MT-CO3
P00742,F10
P02814,SMR3B
P04179,SOD2
P07858,CTSB
P0DPF6,CDRT15P3
P11473,VDR
P11684,SCGB1A1
P30533,LRPAP1
P36404,ARL2
P36406,TRIM23
P48304,REG1B
P49908,SELENOP
P53539,FOSB
P53677,AP3M2
P56385,ATP5ME
P60002,ELOF1
P61328,FGF12
P83731,RPL24
Q05519,SRSF11
Q12904,AIMP1
Q12999,TSPAN31
Q13202,DUSP8
Q14031,COL4A6
Q14764,MVP
Q14DG7,TMEM132B
Q15005,SPCS2
Q401N2,ZACN
Q4L180,FILIP1L
Q53GL7,PARP10
Q56UN5,MAP3K19
Q5BKZ1,ZNF326
Q5M7Z0,RNFT1
Q5TCX8,MAP3K21
Q5TZA2,CROCC
Q5VZ03,NXNL2
Q641Q2,WASHC2A
Q6NZY4,ZCCHC8
Q6UB35,MTHFD1L
Q6UWQ5,LYZL1
Q6ZMR5,TMPRSS11A
Q7Z2H8,SLC36A1
Q7Z5H5,VN1R4
Q86YR7,MCF2L2
Q8HWS3,RFX6
Q8IUI8,CRLF3
Q8IWL3,HSCB
Q8N1K5,THEMIS
Q8N7W2,BEND7
Q8NGC5,OR6J1
Q8NGI8,OR5AN1
Q8NH61,OR51F2
Q8TF08,COX7B2
Q8WTS1,ABHD5
Q8WTX9,ZDHHC1
Q96MN2,NLRP4
Q96NG8,ZNF582
Q96RT8,TUBGCP5
Q99996,AKAP9
Q9BRS2,RIOK1
Q9BTU6,PI4K2A
Q9BUT1,BDH2
Q9BXY0,MAK16
Q9H098,FAM107B
Q9H175,CSRNP2
Q9H6Q3,SLA2
Q9H875,PRKRIP1
Q9NRR1,CYTL1
Q9NSI6,BRWD1
Q9NSP4,CENPM
Q9NWX6,THG1L
Q9NXX6,NSMCE4A
Q9NYG8,KCNK4
Q9NZ38,IDI2-AS1
Q9P2E7,PCDH10
Q9P2W3,GNG13
Q9UGJ1,TUBGCP4
Q9UIG4,PSORS1C2
Q9UIG5,PSORS1C1
Q9UKN5,PRDM4
Q9Y4D2,DAGLA
Q9Y653,ADGRG1
A0A0C4DH67,IGKV1-8
A6NGK3,GAGE10
A6NHJ4,ZNF860
A8MQ11,PMS2P5
O00587,MFNG
O14827,RASGRF2
O15054,KDM6B
O15480,MAGEB3
O75426,FBXO24
O75556,SCGB2A1
O75909,CCNK
O95379,TNFAIP8
O95976,IGSF6
P05164,MPO
P07451,CA3
P07900,HSP90AA1
P12532,CKMT1A
P12694,BCKDHA
P15036,ETS2
P16220,CREB1
P28907,CD38
P31483,TIA1
P41970,ELK3
P50897,PPT1
P57075,UBASH3A
P59045,NLRP11
P62826,RAN
P78356,PIP4K2B
P82933,MRPS9
Q08043,ACTN3
Q13021,MALL
Q13442,PDAP1
Q13564,NAE1
Q14164,IKBKE
Q14593,ZNF273
Q14669,TRIP12
Q1MSJ5,CSPP1
Q2M3X9,ZNF674
Q3MHD2,LSM12
Q502W6,VWA3B
Q5SY80,CATSPERE
Q5SZD4,GLYATL3
Q5VTM2,AGAP9
Q67FW5,B3GNTL1
Q68EA5,ZNF57
Q6P2I7,EBLN2
Q6PF18,MORN3
Q6UWU2,GLB1L
Q6WRI0,IGSF10
Q6ZS30,NBEAL1
Q7RTV0,PHF5A
Q7Z4V0,ZNF438
Q7Z5L3,C1QL2
Q86SZ2,TRAPPC6B
Q86V86,PIM3
Q86VS3,IQCH
Q8IXS2,CCDC65
Q8IY92,SLX4
Q8N0Z8,PUSL1
Q8N3Z6,ZCCHC7
Q8N584,TTC39C
Q8N715,CCDC185
Q8N9N7,LRRC57
Q8TB03,CXorf38
Q8TC44,POC1B
Q8TDN4,CABLES1
Q8WZ64,ARAP2
Q92736,RYR2
Q93038,TNFRSF25
Q93083,MT1L
Q96B70,LENG9
Q96G42,KLHDC7B
Q96IT6,ARHGAP5-AS1
Q96S82,UBL7
Q99959,PKP2
Q9BQ08,RETNLB
Q9BU70,TRMO
Q9BYG5,PARD6B
Q9H672,ASB7
Q9HCY8,S100A14
Q9NPB8,GPCPD1
Q9NPG3,UBN1
Q9NR83,SLC2A4RG
Q9NY30,BTG4
Q9NZB8,MOCS1
Q9P0X4,CACNA1I
Q9UBG0,MRC2
Q9UBS0,RPS6KB2
Q9UGY1,NOL12
Q9UI43,MRM2
Q9UKU9,ANGPTL2
Q9Y2A9,B3GNT3
Q9Y2H0,DLGAP4
Q9Y535,POLR3H
Q9Y613,FHOD1
Q9Y676,MRPS18B
A0A096LPI5,CCDC28A-AS1
A0A0K0K1D8,TRBV6-1
A0A0X1KG70,OR4M2B
A6NJW4,LRRC3C
C9JFL3,PHGR1
E5RG02,PRSS46P
L0R819,ASDURF
O14613,CDC42EP2
P02549,SPTA1
P06727,APOA4
P08590,MYL3
P0CL81,GAGE12G
P0DJR0,GIMD1
P10242,MYB
P13693,TPT1
P14207,FOLR2
P14384,CPM
P16157,ANK1
P19484,TFEB
P25774,CTSS
P35228,NOS2
P37275,ZEB1
P38435,GGCX
P41218,MNDA
P46100,ATRX
P47710,CSN1S1
P51814,ZNF41
P60413,KRTAP10-12
P62081,RPS7
P63096,GNAI1
P80192,MAP3K9
Q01813,PFKP
Q13228,SELENBP1
Q13361,MFAP5
Q13421,MSLN
Q13489,BIRC3
Q13546,RIPK1
Q14236,DIAPH2-AS1
Q14694,USP10
Q14774,HLX
Q15049,MLC1
Q29980,MICB
Q3MJ62,ZSCAN23
Q53EP0,FNDC3B
Q5TID7,CCDC181
Q684P5,RAP1GAP2
Q6NT89,TRNP1
Q6P0Q8,MAST2
Q6R2W3,SCAND3
Q6UB28,METAP1D
Q6UW49,SPESP1
Q70CQ1,USP49
Q71SY5,MED25
Q7RTS5,OTOP3
Q7RTX9,SLC16A14
Q7Z2Z2,EFL1
Q86TA1,MOB3B
Q86U06,RBM23
Q86UD1,OAF
Q86UG4,SLCO6A1
Q86V81,ALYREF
Q86WV5,TEN1
Q8IYG6,LRRC56
Q8IZS7,CLECL1P
Q8N163,CCAR2
Q8N3X6,LCORL
Q8N6T3,ARFGAP1
Q8NAP1,CASTOR3P
Q8NBA8,DTWD2
Q8NG11,TSPAN14
Q8WZ33,MAFIP
Q92565,RAPGEF5
Q92934,BAD
Q96NU1,SAMD11
Q96QD8,SLC38A2
Q96RK1,CITED4
Q96RQ9,IL4I1
Q99567,NUP88
Q9BYB0,SHANK3
Q9BYN8,MRPS26
Q9GZK3,OR2B2
Q9H252,KCNH6
Q9H3R5,CENPH
Q9H693,C16orf95
Q9H6S1,AZI2
Q9HCQ7,NPVF
Q9NWD9,BEX4
Q9NYA1,SPHK1
Q9P0T7,TMEM9
Q9P283,SEMA5B
Q9UBQ7,GRHPR
Q9UBR2,CTSZ
Q9UGN5,PARP2
Q9UH73,EBF1
Q9UHX1,PUF60
Q9UIJ7,AK3
Q9UJ96,KCNG2
Q9Y333,LSM2
Q9Y5H5,PCDHA9
A0A087X1G2,TBC1D3K
A5D8T8,CLEC18A
A6NDK9,GOLGA6C
A6NEC2,NPEPPSL1
A6NJL1,ZSCAN5B
A8K554,ZNF815P
O00391,QSOX1
O43488,AKR7A2
O60828,PQBP1
O75449,KATNA1
O75844,ZMPSTE24
O76021,RSL1D1
O94766,B3GAT3
O94788,ALDH1A2
O95258,SLC25A14
O95803,NDST3
O95833,CLIC3
P01814,IGHV2-70
P01880,IGHD
P02771,AFP
P04732,MT1E
P04818,TYMS
P08581,MET
P08910,ABHD2
P0C6S8,LINGO3
P17483,HOXB4
P20366,TAC1
P23677,ITPKA
P27105,STOM
P28676,GCA
P35250,RFC2
P35749,MYH11
P41146,OPRL1
P48058,GRIA4
P48668,KRT6C
P49721,PSMB2
P51677,CCR3
P51864,CRIPTO3
P53621,COPA
P59910,DNAJB13
Q01523,DEFA5
Q14353,GAMT
Q16836,HADH
Q16864,ATP6V1F
Q2M3T9,HYAL4
Q3KPI0,CEACAM21
Q4VCS5,AMOT
Q53GI3,ZNF394
Q5JWF2,GNAS
Q5PRF9,SAMD4B
Q5T1S8,NCMAP
Q6DKI7,PVRIG
Q6NSJ5,LRRC8E
Q6NXT4,SLC30A6
Q6P1L8,MRPL14
Q6PEV8,FAM199X
Q6PIF6,MYO7B
Q6U949,IGF2-AS
Q6UXP7,FAM151B
Q6ZV80,LINC02898
Q7Z340,ZNF551
Q7Z494,NPHP3
Q86VQ3,TXNDC2
Q86WS4,REDIC1
Q86YB8,ERO1B
Q8IUK8,CBLN2
Q8IWX7,UNC45B
Q8IXJ9,ASXL1
Q8IZ13,FAM200C
Q8IZS5,OFCC1
Q8N2Y8,RUSC2
Q8N350,CBARP
Q8NBZ7,UXS1
Q8NES3,LFNG
Q8TEA8,DTD1
Q92541,RTF1
Q96IC2,REXO5
Q96M95,CCDC42
Q96NB2,SFXN2
Q99592,ZBTB18
Q9BXJ3,C1QTNF4
Q9BY12,SCAPER
Q9C0H5,ARHGAP39
Q9H5P4,PDZD7
Q9HAN9,NMNAT1
Q9NQ94,A1CF
Q9NR30,DDX21
Q9NRP7,STK36
Q9NV58,RNF19A
Q9NWB6,ARGLU1
Q9NZI6,TFCP2L1
Q9P2K5,MYEF2
Q9P2X7,DELEC1
Q9UIG0,BAZ1B
Q9UJU6,DBNL
Q9UL16,CFAP45
Q9ULG1,INO80
Q9UN42,ATP1B4
Q9UPX0,IGSF9B
Q9Y6R9,CCDC61
A0A1B0GTU1,ZC3H11B
A0A1B0GUX0,SPMIP1
A6PVI3,NCBP2L
O00459,PIK3R2
O15067,PFAS
O43173,ST8SIA3
O43524,FOXO3
O60279,SUSD5
O75324,SNN
O75879,GATB
O75952,CABYR
O94972,TRIM37
O95613,PCNT
P01848,TRAC
P02810,PRH1
P04001,OPN1MW
P04637,TP53
P05408,SCG5
P0DPD6,ECE2
P13987,CD59
P15586,GNS
P17707,AMD1
P19256,CD58
P20933,AGA
P35325,SPRR2B
P35410,MAS1L
P37023,ACVRL1
P41240,CSK
P55160,NCKAP1L
P55265,ADAR
P62841,RPS15
P84101,SERF2
Q02338,BDH1
Q02446,SP4
Q08J23,NSUN2
Q12770,SCAP
Q12796,PNRC1
Q13467,FZD5
Q13683,ITGA7
Q147U7,SMCO1
Q3KRB8,ARHGAP11B
Q53FD0,ZC2HC1C
Q53FZ2,ACSM3
Q53G59,KLHL12
Q5JX69,FAM209B
Q5SWL7,PRAMEF14
Q5TBB1,RNASEH2B
Q5VW00,DCAF12L2
Q5W0Q7,USPL1
Q63HN8,RNF213
Q674X7,KAZN
Q6EMB2,TTLL5
Q6PFW1,PPIP5K1
Q6UWB4,PRSS55
Q6ZN17,LIN28B
Q701N2,KRTAP5-5
Q7Z6L1,TECPR1
Q86TG7,PEG10
Q86X29,LSR
Q8IV77,CNGA4
Q8IVU9,CABCOCO1
Q8IYP9,ZDHHC23
Q8N2E2,VWDE
Q8N2Z9,CENPS
Q8NET1,DEFB108B
Q8NFA2,NOXO1
Q8NFF5,FLAD1
Q8NFP9,NBEA
Q8NGN7,OR10D4P
Q8TAM6,ERMN
Q8WTT2,NOC3L
Q8WV48,CCDC107
Q8WWY8,LIPH
Q96A08,H2BC1
Q96A73,KIAA1191
Q96N96,SPATA13
Q96PE3,INPP4A
Q96PE6,ZIM3
Q99426,TBCB
Q99436,PSMB7
Q99572,P2RX7
Q99729,HNRNPAB
Q99808,SLC29A1
Q99983,OMD
Q9BVG4,PBDC1
Q9H3E2,SNX25
Q9H3T2,SEMA6C
Q9H7F4,TMEM185B
Q9HB31,SEBOX
Q9HBM1,SPC25
Q9HCE5,METTL14
Q9NPC2,KCNK9
Q9NPI7,KRCC1
Q9NQ36,SCUBE2
Q9NVL1,FAM86C1P
Q9NY93,DDX56
Q9P225,DNAH2
A0A075B6R0,TRGV2
A0A0U1RQI7,KLF18
A6NCS4,NKX2-6
A6ND01,IZUMO1R
O00155,GPR25
O00264,PGRMC1
O43264,ZW10
O43314,PPIP5K2
O75052,NOS1AP
O95239,KIF4A
O95452,GJB6
O95477,ABCA1
O96011,PEX11B
P01857,IGHG1
P02689,PMP2
P08514,ITGA2B
P0CJ70,MTRNR2L3
P0DPF3,NBPF9
P14621,ACYP2
P27540,ARNT
P32456,GBP2
P32881,IFNA8
P43003,SLC1A3
P43626,KIR2DL1
P49406,MRPL19
P55268,LAMB2
P60323,NANOS3
P80162,CXCL6
Q01196,RUNX1
Q01668,CACNA1D
Q08830,FGL1
Q13003,GRIK3
Q16695,H3-4
Q495W5,FUT11
Q5H9M0,PWWP3B
Q5JY77,GPRASP1
Q5T197,DCST1
Q5T9G4,ARMC12
Q5TAG4,NBPF12
Q5TBC7,BCL2L15
Q5VY43,PEAR1
Q68CJ6,NUGGC
Q6ICC9,RTL6
Q6IEY1,OR4F3
Q6P1J9,CDC73
Q6ZUT1,NKAPD1
Q7Z4S9,SH2D6
Q86UQ4,ABCA13
Q86XK7,VSIG1
Q8IWZ3,ANKHD1
Q8IYB4,PEX5L
Q8IYT3,CCDC170
Q8N114,SHISA5
Q8N1A0,KRT222
Q8N1C3,GABRG1
Q8N309,LRRC43
Q8N697,SLC15A4
Q8N884,CGAS
Q8NEP7,KLHDC9
Q8NEY1,NAV1
Q8NHA6,OR2W6P
Q8TE69,EOLA1
Q8WU49,C7orf33
Q8WVB3,HEXD
Q8WW34,TMEM239
Q8WXA3,RUFY2
Q969E8,TSR2
Q96DA0,ZG16B
Q96HJ9,FMC1
Q96IY4,CPB2
Q96LC9,BMF
Q96TC7,RMDN3
Q9BQC6,MRPL57
Q9BSK2,SLC25A33
Q9BV57,ADI1
Q9BVS5,TRMT61B
Q9BX10,GTPBP2
Q9H0A9,SPATC1L
Q9H3Q1,CDC42EP4
Q9H869,YY1AP1
Q9H972,C14orf93
Q9HBZ2,ARNT2
Q9HD15,SRA1
Q9NPC4,A4GALT
Q9NQ33,ASCL3
Q9NS28,RGS18
Q9NWQ9,C14orf119
Q9NX14,NDUFB11
Q9NXH8,TOR4A
Q9NZC2,TREM2
Q9P273,TENM3
Q9UHG2,PCSK1N
Q9UJV3,MID2
Q9UJX2,CDC23
Q9Y2L1,DIS3
Q9Y2R4,DDX52
Q9Y6I7,WSB1
A0A0K0K1G6,TRBV10-3
A0A2R8Y7D0,TINCR
A6NNA2,SRRM3
O14576,DYNC1I1
O15061,SYNM
O15350,TP73
O60304,ZNF500
O60306,AQR
O75037,KIF21B
O94880,PHF14
O94955,RHOBTB3
P04553,PRM1
P07197,NEFM
P07510,CHRNG
P09172,DBH
P0CG20,PRR35
P0DPF4,TRAV35
P10809,HSPD1
P21796,VDAC1
P29016,CD1B
P46779,RPL28
P48378,RFX2
P49441,INPP1
P49917,LIG4
P50452,SERPINB8
P51168,SCNN1B
P52429,DGKE
P53671,LIMK2
P56589,PEX3
P58876,H2BC5
P61088,UBE2N
P78411,IRX5
Q02747,GUCA2A
Q05901,CHRNB3
Q08AN1,ZNF616
Q32MQ0,ZNF750
Q3LI81,KRTAP27-1
Q3SXP7,SHISAL1
Q53LP3,SOWAHC
Q5GH73,XKR6
Q5MJ09,SPANXN3
Q5VWN6,TASOR2
Q5VWX1,KHDRBS2
Q6P9G4,TMEM154
Q6PJG9,LRFN4
Q6PKC3,TXNDC11
Q6UB98,ANKRD12
Q6UXI7,VIT
Q7RTY0,SLC16A13
Q7Z6P3,RAB44
Q86TB9,PATL1
Q86UF4,CCDC190
Q86X51,EZHIP
Q8IU80,TMPRSS6
Q8IUY3,GRAMD2A
Q8N3R9,PALS1
Q8N4C9,C17orf78
Q8N9F8,ZNF454
Q8TC12,RDH11
Q8TDQ7,GNPDA2
Q8TE59,ADAMTS19
Q8WW14,SPMIP5
Q8WWC4,MAIP1
Q92747,ARPC1A
Q92925,SMARCD2
Q96E17,RAB3C
Q96EY9,ADAT3
Q96IF1,AJUBA
Q96J87,CELF6
Q96LW4,PRIMPOL
Q96M20,CNBD2
Q96M61,MAGEB18
Q9BQG1,SYT3
Q9BXC0,HCAR1
Q9BYP9,KRTAP9-9
Q9GZM6,OR8D2
Q9GZT4,SRR
Q9H0K4,RSPH6A
Q9H0W8,SMG9
Q9H6R7,WDCP
Q9H7T3,C10orf95
Q9H7X2,C1orf115
Q9H8M2,BRD9
Q9NPD3,EXOSC4
Q9NQ69,LHX9
Q9NRF9,POLE3
Q9NSC5,HOMER3
Q9NVI1,FANCI
Q9NWW0,HCFC1R1
Q9NZH4,PTTG3P
Q9P1Z2,CALCOCO1
Q9UDX4,SEC14L3
Q9UJT1,TUBD1
Q9UKT4,FBXO5
Q9Y235,APOBEC2
Q9Y5V0,ZNF706
Q9Y608,LRRFIP2
A0A0B4J275,TRAV17
A0A0U1RR37,C1orf232
A6NFT4,CFAP73
A6NJB7,PRR19
F8VTS6,RFPL4AL1
O15225,INE1
O15492,RGS16
O60513,B4GALT4
O60739,EIF1B
O60741,HCN1
O75096,LRP4
O94760,DDAH1
O95201,ZNF205
O95371,OR2C1
P04424,ASL
P05019,IGF1
P08172,CHRM2
P0C7V0,AHI1-DT
P15172,MYOD1
P16144,ITGB4
P18089,ADRA2B
P19338,NCL
P19623,SRM
P28062,PSMB8
P28072,PSMB6
P40200,CD96
P45973,CBX5
P47972,NPTX2
P51674,GPM6A
P52209,PGD
P52569,SLC7A2
P54829,PTPN5
P58550,FXYD6P3
P58753,TIRAP
P78509,RELN
Q04941,PLP2
Q08554,DSC1
Q13002,GRIK2
Q13404,UBE2V1
Q13477,MADCAM1
Q15329,E2F5
Q16612,NREP
Q17RA5,EPCIP-AS1
Q53HI1,UNC50
Q5SW96,LDLRAP1
Q5TEA6,SEL1L2
Q69YI7,NAIF1
Q6H9L7,ISM2
Q6ICG6,KIAA0930
Q6ZMZ3,SYNE3
Q6ZR62,RTL4
Q6ZSK4,NTM-AS1
Q6ZW76,ANKS3
Q7Z2E3,APTX
Q7Z4N8,P4HA3
Q7Z570,ZNF804A
Q86VD1,MORC1
Q8IY26,PLPP6
Q8IYU4,UBQLNL
Q8N0W5,IQCK
Q8N123,CPXCR1
Q8N3Y7,SDR16C5
Q8N769,SLIRP-OT1
Q8NG75,OR5T1
Q8NH48,OR5B3
Q8WWR9,PPDPFL
Q92772,CDKL2
Q96B49,TOMM6
Q96B86,RGMA
Q96BP3,PPWD1
Q96HN2,AHCYL2
Q96J42,TXNDC15
Q96KJ4,MSLNL
Q96MF2,STAC3
Q96N21,TEPSIN
Q99504,EYA3
Q9BPX7,C7orf25
Q9BYP8,KRTAP17-1
Q9C0D7,ZC3H12C
Q9H0C2,SLC25A31
Q9H106,SIRPD
Q9H6H4,REEP4
Q9H7B2,RPF2
Q9HAV7,GRPEL1
Q9HBX9,RXFP1
Q9NP64,ZCCHC17
Q9NPH5,NOX4
Q9NRH2,SNRK
Q9NVT9,ARMC1
Q9NXC5,MIOS
Q9NYR8,RDH8
Q9P0M6,MACROH2A2
Q9P2T0,SPMAP2
Q9UGQ3,SLC2A6
Q9UHG3,PCYOX1
Q9UNY4,TTF2
Q9UPZ6,THSD7A
Q9UQ03,CORO2B
Q9Y5W3,KLF2
Q9Y5Y0,FLVCR1
A0A087WUV0,ZNF892
A0A2Z4LIS9,FOXO3B
A6NCI8,C2orf78
B2RNN3,C1QTNF9B
O00418,EEF2K
O43299,AP5Z1
O43502,RAD51C
O43895,XPNPEP2
O75976,CPD
O95199,RCBTB2
O95219,SNX4
O95397,PLEKHA8P1
O95406,CNIH1
O95619,YEATS4
O96008,TOMM40
P06127,CD5
P0C866,LINC00869
P12314,FCGR1A
P13674,P4HA1
P14927,UQCRB
P15169,CPN1
P29460,IL12B
P36382,GJA5
P47736,RAP1GAP
P48066,SLC6A11
P48595,SERPINB10
P51843,NR0B1
P54855,UGT2B15
P61160,ACTR2
Q06455,RUNX1T1
Q13049,TRIM32
Q13278,RIG
Q13610,PWP1
Q14571,ITPR2
Q15696,ZRSR2
Q16670,ZSCAN26
Q1RMZ1,SAMTOR
Q30201,HFE
Q4G0P3,HYDIN
Q53R12,TM4SF20
Q5T4T6,SYCP2L
Q5T5F5,ADAMTSL4-AS1
Q5T750,KPLCE
Q5VVQ6,YOD1
Q5YKI7,GGNBP1
Q6DKI1,RPL7L1
Q6PD74,AAGAB
Q6PJ69,TRIM65
Q6UX04,CWC27
Q75MW2,ZNF767P
Q76LX8,ADAMTS13
Q86UU9,TAC4
Q8N135,LGI4
Q8N5V2,NGEF
Q8NEM1,ZNF680
Q8NEZ5,FBXO22
Q8NG35,DEFB105A
Q8NGX5,OR10K1
Q8TCW7,ZPLD1
Q8WTR4,GDPD5
Q8WUI4,HDAC7
Q8WZB0,ERCC6L2-AS1
Q93100,PHKB
Q96AP7,ESAM
Q96BY9,SARAF
Q96CW9,NTNG2
Q96FE5,LINGO1
Q96FN5,KIF12
Q96GX2,ATXN7L3B
Q96K49,TMEM87B
Q96LB8,PGLYRP4
Q96LL3,FIMP
Q96P56,CATSPER2
Q9BQ65,USB1
Q9BXS5,AP1M1
Q9BZB8,CPEB1
Q9BZG2,ACP4
Q9H400,LIME1
Q9H6L2,TMEM231
Q9H9B4,SFXN1
Q9HAW4,CLSPN
Q9HB19,PLEKHA2
Q9HCB6,SPON1
Q9HCN3,PGAP6
Q9NWV4,CZIB
Q9P0U4,CXXC1
Q9P2A4,ABI3
Q9UBC9,SPRR3
Q9UEU0,VTI1B
Q9UH99,SUN2
Q9UI14,RABAC1
Q9UI26,IPO11
Q9ULD2,MTUS1
Q9UN37,VPS4A
Q9UNI1,CELA1
Q9Y2P5,SLC27A5
Q9Y679,AUP1
Q9Y6E0,STK24
A6NJV1,CIMIP2C
A6NK97,SLC22A20P
B9A064,IGLL5
E0CX11,STMP1
O00358,FOXE1
O14561,NDUFAB1
O14734,ACOT8
O43657,TSPAN6
O43808,SLC25A17
O75116,ROCK2
O75973,C1QL1
O95407,TNFRSF6B
P01019,AGT
P03986,TRGC2
P07711,CTSL
P08151,GLI1
P10746,Mgu
P10768,ESD
P11172,UMPS
P20396,TRH
P23276,KEL
P24539,ATP5PB
P28324,ELK4
P30203,CD6
P48307,TFPI2
P50150,GNG4
P50542,PEX5
