Accession,Gene Symbol
P58006,Sesn1
P70124,Serpinb5
P70349,Hint1
P97449,Anpep
P97470,Ppp4c
Q0P5W1,Vps8
Q0VDQ9,Fezf1
Q3TQB2,Foxred1
Q3TTA7,Cblb
Q3U0J8,Tbc1d2b
Q3UPL5,Ag2
Q3UZV7,Elapor2
Q5IXF8,Glp2r
Q5RKV8,Pfpl
Q60881,Or4b13
Q61189,Clns1a
Q61220,Nell2
Q61233,Lcp1
Q61937,Npm1
Q64279,Hand1
Q64487,Ptprd
Q69ZS7,Hbs1l
Q6XUX1,Dstyk
Q76N33,Stambpl1
Q7TRE0,Or8b38
Q7TS20,Or5aq7
Q80U30,Clec16a
Q80WM9,Tnfrsf14
Q80XA0,Tmem121
Q80Y56,Rbsn
Q80YD1,Supv3l1
Q8BJL0,Smarcal1
Q8BKX7,Znf410
Q8BX70,Vps13c
Q8BZ81,Lrrtm3
Q8BZW4,Zfp120
Q8C7E9,Cstf2t
Q8CBE3,Wdr37
Q8CD54,Piezo2
Q8CDD9,Lrif1
Q8CDK2,Agbl2
Q8K3F2,Mmp21
Q8R0N6,Adhfe1
Q8R0W0,Eppk1
Q8R2E6,V1ra11
Q8VCC8,Rapgef3
Q8VCR8,Mylk2
Q8VE18,Smg8
Q8VEB1,Grk5
Q8VGA9,Or13c7b
Q91VU7,Pus7
Q91W89,Man2c1
Q91XZ7,Pcdhb3
Q922B6,Traf7
Q99KN9,Clint1
Q99MW5,Tex13b
Q99P69,Nuf2
Q99PS0,Krt23
Q9CR52,Capza1b
Q9CRB4,1700029F12Rik
Q9CXA2,L3hypdh
Q9CZR2,Naalad2
Q9D1C5,Lce1c
Q9D4Y8,Tmem269
Q9D824,Fip1l1
Q9D9T8,Efhc1
Q9DC22,Dcaf6
Q9ET37,Slc5a4a
Q9JI48,Plac8
Q9JJ66,Cdc20
Q9JK97,Kcnq4
Q9QXE0,Hacl1
Q9R233,Tapbp
Q9WVK8,Cyp46a1
Q9Z309,Cib2
A0A075B5S0,Ighv16-1
A0A0A6YX08,Trbj2-2
A0A0G2JDZ0,Traj56
A0A0G2JE01,Gm21663
A2AHC6,Fthl17c
A2AVJ5,Prr5l
A2RSQ1,Glb1l3
A7TZF3,Skint4
B1AXD8,Akirin2
B2RT27,Or2r2
B2RY04,Dock5
D2XZ31,Scgb1b29
D3YZG3,Vmn1r240
E9Q6J5,Bod1l
E9Q8V7,Vmn1r173
E9Q9M9,Klhdc7b
J3QM38,Zfp994
J3QMK7,Gm21721
L7MU37,Rhox3h
O35437,Tcf21
O55070,Dnase1l3
O88741,Gdap1
P10639,Txn
P12242,Ucp1
P28271,Aco1
P35330,Icam2
P48754,Brca1
P48758,Cbr1
P48794,Spam1
P54797,Tango2
P56392,Cox7a1
P62264,Rps14
P97481,Epas1
Q149R9,Lpar5
Q14AN0,Mageb5
Q2LKU9,Nlrp1a
Q3TYV2,Hhla1
Q3UHV4,Trpc5os
Q3UIU2,Ndufb6
Q3UTY6,Thsd4
Q3UWZ0,Trim75
Q58Y75,ADGRF3
Q5HZK1,Cep44
Q5M8P2,Gm5169
Q5SX79,Shroom1
Q61107,Gbp3
Q64444,Ca4
Q68EF4,Grm4
Q69Z99,Znf512
Q6NS60,Fbxo41
Q6P9Z1,Smarcd3
Q6PCM1,Kdm3a
Q6R5C6,Gm10277
Q78JW9,Ubfd1
Q7M729,Scn4b
Q80TN5,Zdhhc17
Q80VM7,Ankrd24
Q80VQ1,Lrrc1
Q8BIQ5,Cstf2
Q8BL97,Srsf7
Q8BNN1,Spata2l
Q8BRB7,Kat6b
Q8BTG7,Ndrg4
Q8BW74,Hlf
Q8BXR6,Peli3
Q8BZH0,Slc39a13
Q8C0D5,Efl1
Q8C581,Tmem91
Q8CEE6,Pask
Q8CH09,Sugp2
Q8CIQ6,Mtnr1b
Q8K2A4,Zfp87
Q8R000,Slc51a
Q8VDL4,Adpgk
Q8VDY4,Efcab7
Q8VI21,Clec2f
Q91V87,Fgfrl1
Q923W9,Adam33
Q99J72,Apobec3
Q99N90,Mrpl36
Q9CUU3,Sycp2
Q9CW42,Mtarc1
Q9D478,Odf2l
Q9D6D8,Ppil6
Q9D7F7,Chmp4c
Q9D7V2,Lysmd2
Q9D869,Chp2
Q9D924,Isca1
Q9D9Q0,Lrrc69
Q9D9W0,Spatc1l
Q9DC23,Dnajc10
Q9ESX5,Dkc1
Q9QWY8,Asap1
Q9QXE5,Prss16
Q9WTN6,Slc22a21
Q9WV76,Ap4b1
Q9WVJ9,Efemp2
Q9Z0H1,Wdr46
Q9Z1K5,Arih1
W4VSN9,Rhox2d
A0A0A6YWW0,Trbj2-1
A0A0B4J1I7,Igkv4-68
A0A140LHF2,Vsig10l2
A0A1B0GSF9,Gm19935
A0A571BG45,Btbd35f25
A0AAG1GKN4,LOC665755
A0AAQ4VMP7,Gm66057
B1AVU7,AAdacl4fm3
B2RXA1,Plcxd2
D3YUG0,Samd13
E9Q366,Speer4f2
F6ZE64,Lonrf2
F8VPP8,Zc3h7b
F8VQN3,Gpr31
O35231,Kifc3
O35737,Hnrnph1
O55047,Tlk2
P08884,Gzme
P0C028,Nudt11
P15949,Klk1b9
P17047,Lamp2
P46686,Tulp2
P48356,Lepr
P49891,Sult1e1
P51683,Ccr2
P54615,Bglap3
P60122,Ruvbl1
P63082,Atp6v0c
P70278,Stra8
P70351,Ezh1
P83093,Stim2
P83917,Cbx1
Q05909,Ptprg
Q07763,Cd244
Q14CH7,Aars2
Q3TWF6,Wdr70
Q3UE37,Ube2z
Q3UHD2,Gfod1
Q3UHU5,Mtcl1
Q3V1G4,Olfml2b
Q3V209,Tmub2
Q5NBY9,Patz1
Q5U4C9,Dyrk2
Q5XPT3,Large2
Q60765,Atf3
Q60952,Cep250
Q66K08,Cilp
Q6PA06,Atl2
Q6PDH0,Phldb1
Q6ZQ06,Cep162
Q6ZWU9,Rps27
Q7TQ33,Rgmb
Q7TRQ1,Or51a24
Q80SY3,Atp6v0d2
Q80UP5,Ankrd13a
Q80Y39,N/A
Q80YP0,Cdk3
Q80ZT4,Ssxb2
Q8BKC8,Pi4kb
Q8BL06,Usp54
Q8BMG1,Atrip
Q8BMQ3,Bnc2
Q8BV16,Zfp398
Q8BZ20,Parp12
Q8C180,Frs2
Q8C3F7,Klhl30
Q8C729,Hycc2
Q8CEF9,Tmem132c
Q8CFC7,Clasrp
Q8CGP4,H2ac1
Q8CIM1,Lrrc45
Q8R0M8,Slc16a4
Q8R4R6,Nup35
Q8VET8,Or7g28
Q8VG72,Or2n1d
Q8VGW0,Or52r1c
Q91XF4,Rnf167
Q920L1,Fads1
Q922P8,Tmem132a
Q99K45,Zfp810
Q99KL7,Rab28
Q99LN9,Dohh
Q99P87,Retn
Q9CR33,Mansc1
Q9CZ92,Cenpp
Q9D1C1,Ube2c
Q9D1G5,Lrrc57
Q9D1I2,Card19
Q9D3X3,4933428M09Rik
Q9D439,Cfap53
Q9D6J4,Necab3
Q9DA11,Lyzl6
Q9DCS1,Tmem176a
Q9ES30,C1qtnf3
Q9JI39,Abcb10
Q9QWZ1,Rad1
Q9QZJ6,Mfap5
Q9Z0K7,Slurp1
Q9Z0L1,S1pr4
Q9Z1S3,Rasgrp1
A0A087WP46,BC034090
A0A0G2JFF4,Traj7
A0A0U1RQ46,Zfp950
A0A140T8N4,Igkv5-37
A0A140T8N6,Trbv13-2
A0A1B0GSI2,Fam236c
A0A2I3BRW3,Or12d15
A0AA74KSL6,Gm3095
A0N8R1,Trav12-1
A2AE42,Cyb561d1
A2AK42,Cwc22rt5
A2AWF2,Rex2
A2RTT5,Vmn1r232
A3KGF9,Ccdc9b
B1AVZ5,Gm15127
B5KM66,Syce3
B7ZWJ3,Spata31e4
E9PVP9,Gm4884
E9PXJ4,Zfp712
E9PYL2,Prr12
E9Q4V7,Pate7
E9Q637,Potefam3a
K7N6U0,Vmn1r142
L7N2C7,Gm8122
O35739,Klf9
O54799,Nmbr
O70570,Pigr
O88199,Chst3
P04071,Klk1b16
P06909,Cfh
P0C6F1,Dnah2
P17897,Lyz1
P28230,Gjb1
P28652,Camk2b
P51656,Hsd17b1
P58242,Smpdl3b
P59862,Cdh26
P70375,F7
P70459,Erf
P70670,Naca
P97321,Fap
P97390,Vps45
Q02591,Gsc
Q04857,Col6a1
Q148B1,Cyp2c65
Q3TUU5,Tex30
Q3U898,Cops9
Q3UIK4,Mettl14
Q3ULC4,Pramel4
Q3V113,Pygo2
Q3V1V3,Esf1
Q499E0,Brinp3
Q4U2R1,Herc2
Q5I012,Slc38a10
Q5SSN7,Sft2d1
Q61500,Itm2a
Q6PEV3,Wipf2
Q6ZWR6,Syne1
Q7TMD7,Dsg4
Q7TSH9,Zfp184
Q80ZF2,Ifne
Q810U2,Teddm1a
Q8BL66,Eea1
Q8BMB3,Eif4e2
Q8C1B7,Septin11
Q8C1M2,Znf428
Q8CI12,Smtnl2
Q8K572,Hus1b
Q8R179,Kbtbd4
Q8R191,Syngr3
Q8R349,Cdc16
Q8VCH7,Rdh10
Q8VFX6,Or3a1b
Q8VG25,Or51f1d
Q8VG46,Or6c219
Q91VB4,Hps3
Q91WG4,Elp2
Q91WP6,Serpina3n
Q920G9,Gmcl1
Q921I1,Tf
Q99LY9,Ndufs5
Q99MJ6,Nherf4
Q9CZW5,Tomm70
Q9D2N9,Vps33a
Q9D5E3,4930449I24Rik
Q9D708,S100a16
Q9D8B6,Fam210b
Q9DB24,Tceal6
Q9DCR2,Ap3s1
Q9EQ21,Hamp
Q9EQQ4,Gpr45
Q9ERZ4,Chrm2
Q9JIB6,Naip6
Q9JJF3,Riox1
Q9JK45,Kcnq5
Q9QXJ4,Arl10
Q9WVP1,Ap1m2
Q9Z0M3,Cdh20
Q9Z211,Pex11a
V9GWY9,Obox8
A0A075B5V9,Ighv1-49
A0A0N4SUH6,Rbm8a2
A0A0U1RQ84,Zfp626
A0A140LHS9,Or5a21
A0A140LIA7,Gm29797
A0A140T8P2,Igkv6-20
A0AAG1GHN1,LOC100862192
A2A4E2,Fam90a1a
B9EJL3,S100z
D3YVI9,Trim30c
E9PYQ5,D830030K20Rik
E9Q1P0,Or11g24
E9Q4Z2,Acacb
G3UXG0,Esp34
J3QMS8,Gm3415
K7N609,Or51aa5
O35185,Bhlhe40
O54992,Mapkapk5
O70548,Tcap
O88343,Slc4a4
P00796,Ren2
P03903,Mtnd4l
P10628,Hoxd4
P11403,Fgf4
P13745,Gsta1
P17879,Hspa1b
P35569,Irs1
P58686,Bbln
P58871,Tnks1bp1
P63254,Crip1
P81066,Irx2
P83555,Kir3dl1
P97463,Nrtn
P97863,Nfib
Q3TQF0,Fbxo31
Q3TR44,A530040E14Rik
Q3U1F9,Pag1
Q3U214,Mast3
Q3UFS0,Zyg11b
Q3UHC7,Dab2ip
Q3UIL6,Plekha7
Q3V0M2,Lrrc36
Q3V1D5,Pnpla1
Q4ACU6,Shank3
Q4VAA7,Snx33
Q5F2C3,Meikin
Q60591,Nfatc2
Q61193,Rgl2
Q62028,Pla2r1
Q62315,Jarid2
Q69ZI1,Sh3rf1
Q6PG16,Hjurp
Q6XP49,Glis3
Q6ZWZ2,Ube2r2
Q7TRI5,Or6c5
Q7TSG3,Fbxo5
Q80T23,Sytl5
Q80XA6,Reps2
Q8BFY7,Pimreg
Q8BHL8,Psmf1
Q8BL99,Dop1a
Q8BLE7,Slc17a6
Q8BQU3,Sdhaf3
Q8BX13,Ube3d
Q8BZS9,Dhx32
Q8C9R9,Efcab8
Q8CB87,Rab44
Q8CC96,Bnip5
Q8CI78,Rmnd1
Q8CJ61,Cmtm4
Q8K0H1,Slc47a1
Q8K0Q5,Arhgap18
Q8K190,Saysd1
Q8K3M1,Rdh16f2
Q8K4D7,Plcz1
Q8R5M0,Gipc3
Q8VFL0,Or8u8
Q8VGH0,Or1ad6
Q8VGV6,Or52n20
Q8VHP6,Cdhr1
Q91WD7,Kif18a
Q924K8,Mta3
Q99PA7,Magea13
Q9CQ48,Nudcd2
Q9CQP8,Catsperz
Q9D2Z6,9130008F23Rik
Q9D3G5,Stx11
Q9D8T3,Rhebl1
Q9D9V3,Echdc1
Q9DAS4,Prl8a8
Q9EPF5,Or2ag19
Q9EPL8,Ipo7
Q9JHI7,Exosc9
Q9JI18,Lrp1b
Q9JL89,Ninj2
Q9QZ85,Iigp1
Q9R0M6,Rab9a
Q9R112,Sqor
Q9R1L5,Mast1
Q9Z2E9,Bscl2
A0A0A6YXW6,Igha
A0A0B4J1I8,Igkv4-59
A0A0G2JET4,Gm42543
A0A1Y7VJH8,Gm47969
A0ABA7IW68,Pabpc1l2b
A2A588,Krtap1-3
A2A5K6,Znf335
B1AWZ3,Nipsnap3a
B2RT89,Slc22a28
B2RY56,Rbm25
B3GLJ5,Pate10
D3Z497,Rnf7l
E9PX29,Sptbn4
E9PYK6,Or9s14
E9PZJ8,Ascc3
E9Q438,Or11h4
E9QAE3,Btaf1
O55192,Slc6a2
O88834,Shd
O88932,Kcnj15
O89090,Sp1
P09174,Pde6g
P15208,Insr
P26883,Fkbp1a
P27048,Snrpb
P30935,Sstr3
P32507,Nectin2
P35293,Rab18
P35294,Rab19
P42703,Lifr
P56916,Gsc2
P61164,Actr1a
P68040,Rack1
P70232,Chl1
P97490,Adcy8
P97783,Mllt11
Q05512,Mark2
Q30KP3,Defb20
Q32MG2,Cby2
Q3TH73,Ttyh2
Q3TPR7,Tmem184c
Q3U1M7,Zmynd8
Q3U2J5,Camkmt
Q3U5Q7,Cmpk2
Q3UDP0,Wdr41
Q3UMQ8,Naf1
Q3UPI1,Gask1b
Q3UUG6,Tbc1d24
Q3UVX5,Grm5
Q3V0X2,Cldn34b4
Q499D0,Foxn3
Q5SQF8,Sap30l
Q60994,Adipoq
Q61092,Lamc2
Q64378,Fkbp5
Q6NS46,Pdcd11
Q6P6M7,Sepsecs
Q6PGF7,Exoc8
Q6PGH1,Bud31
Q6QX36,Trem6l
Q6ZWQ0,Syne2
Q78Y73,Prl3a1
Q7TNK4,Zfp397
Q7TQA8,Tas2r136
Q7TRB7,Or8d1
Q7TRX1,Or1a1b
Q80TG9,Lrfn2
Q80U57,Rims3
Q8BMA3,Cnksr3
Q8BRG8,Tmem209
Q8BS40,Cptp
Q8BSM5,Gab3
Q8BW66,Slc25a48
Q8BZ10,Tmprss11g
Q8C4A0,Aqp6
Q8C4P0,N/A
Q8CGV2,Tph2
Q8CHK2,Rln3
Q8K2D3,Edc3
Q8K4T3,Stradb
Q8R0K2,Trim31
Q8R4X3,Rbm12
Q8VDT9,Mrpl50
Q8VF81,Or2q1
Q8VFW3,Or5b108
Q91V12,Acot7
Q91VS8,Farp2
Q91XT6,Tc2n
Q91Y00,Pcdhb2
Q91ZK0,Tfap2d
Q9CR62,Slc25a11
Q9CXL1,Tmem50a
Q9D8I3,Glod5
Q9D8L5,Ccdc91
Q9DBB5,Eif4e3
Q9ER41,Tor1b
Q9ES52,Inpp5d
Q9JJC9,Herpud2
Q9JK23,Psmg1
Q9JKF6,Nectin1
A0A087WR45,Prob1
A0A087WRF5,Gm21739
A0A087WRI3,Cfap77
A0A0N4SW15,Spin2g
A0A1B0GRQ3,Tincr
A0A1Y7VMP7,Mlh3
A1Z198,Nlrp1b
A2A7Y5,Miip
A2AED3,Fndc7
A2AJB7,Lcn5
A2ANE0,Rhox2f
A2AR02,Ppig
A2AWR5,Slc28a2b
A6H634,Gm266
B1AQL3,Tmem235
B2RVY9,Tmem182
D3YU81,Rfx8
D3YXJ0,Dgkh
D3YZF7,Vsig10l
E9PUQ3,Nkapd1
E9Q9A6,Il20rb
J3QJY4,Scgb1b3
J3QNT6,Eif1ad15
J3QPY3,Faiml
K7N6A0,Speer4e2
K7N6J2,Vmn1r244
O08912,Galnt1
O35450,Fkbpl
O35659,Glp1r
O35926,Cdk5r2
O89110,Casp8
P04370,Mbp
P05627,Jun
P13864,Dnmt1
P26952,Il3ra
P28033,Cebpb
P29699,Ahsg
P43135,Nr2f2
P46664,Adss2
P49766,Vegfb
P50538,Mxd1
P53566,Cebpa
P57080,Usp25
P59511,Adamts20
P60882,Megf8
P60898,Polr2i
P70194,Clec4f
P97315,Csrp1
Q01147,Creb1
Q07105,Gdf9
Q0VGY8,Tanc1
Q4FZC9,Syne3
Q5F297,Slc35g3
Q61016,Gng7
Q61635,Ifi47
Q69ZS0,Pdzrn3
Q6DID5,Pwwp3a
Q6DID7,Wls
Q6NVG1,Lpcat4
Q6NZC7,Sec23ip
Q6P9R1,Ddx51
Q6ZPJ3,Ube2o
Q78RX3,Smim12
Q7TN22,Txndc16
Q7TN74,Ppp1r9a
Q80UN9,Trit1
Q80W32,Iqcg
Q80X41,Vrk1
Q80XQ2,Tbc1d5
Q80YE4,Aatk
Q8BFQ6,Slc49a4
Q8BGV0,Nars2
Q8BIF0,Cd99l2
Q8BJE2,Btnl9
Q8BM81,Aadacl4fm1
Q8BSF5,Klhl38
Q8BVM4,Azin2
Q8C754,Vps52
Q8C8V1,Zxdc
Q8CJI4,H1-7
Q8HWE5,Mill2
Q8K007,Sulf1
Q8R2Q6,Tctn3
Q8R307,Vps18
Q8R404,Micos13
Q8VHZ7,Imp4
Q8VIG6,Traip
Q91V48,Pcdhb21
Q99K70,Rragc
Q99ML4,Dipk1b
Q9CQ31,Asb11
Q9CTN4,Rhobtb3
Q9CXK9,Rbm33
Q9D1H8,Mrpl53
Q9D2F0,Tmem210
Q9D9B0,Ccdc70
Q9QWT9,Kifc1
Q9QY23,Pkp3
Q9R0G7,Zeb2
Q9Z175,Loxl3
A0A087WRH8,Gm5157
A0A0A6YXW2,Gm20773
A0A338P6G2,Ccdc188
A0A5F8MPC3,1700014B07Rik
A0A9L6KEC7,Gm64043
A2AFK4,Mtg2
A2AM29,Mllt3
A2AWT3,Atxn7l3
A6H694,Lrrc63
B1AUF7,P3r3urf
F6R3J9,Speer1g
F7A4A7,Otogl
F7BUM8,Zfp953
G5E8H9,Rdh19
K7N746,Gm2888
O08808,Diaph1
O35381,Anp32a
O54785,Limk2
O55100,Syngr1
O70514,Fgfbp1
P08505,Il6
P17564,Ppp1r15a
P39087,Grik2
P42867,Dpagt1
P53564,Cux1
P54726,Rad23a
P59053,Kcng3
P70312,Has2
P84444,Ccl21a
Q00896,Serpina1c
Q00915,Rbp1
Q01705,Notch1
Q04683,Cxcr5
Q08331,Calb2
Q10738,Mmp7
Q2UY11,Col28a1
Q30D77,Col24a1
Q3TYU2,Atp13a5
Q3U481,Mfsd12
Q4V9W2,Srek1ip1
Q504N2,Slc22a15
Q61884,Mns1
Q61885,Mog
Q61923,Kcna6
Q76M72,Slc22a27
Q7M6Z0,Rtn4rl2
Q7TST3,Samd10
Q7TT37,Elp1
Q80WC3,Tnrc18
Q810V0,Mphosph10
Q812A2,Srgap3
Q8BGS1,Epb41l5
Q8BH27,Megf9
Q8BHR8,Cstpp1
Q8BQT1,Ifnz
Q8BR27,Atosb
Q8BUG2,Cndp1
Q8BWG4,N/A
Q8BY71,Hat1
Q8BYK6,Ythdf3
Q8BZ25,Ankk1
Q8CGY8,Ogt
Q8CIG8,Prmt5
Q8K2T1,Nmral1
Q8K341,Atat1
Q8R1G1,Tasp1
Q8R1P4,Atg10
Q8R1Q3,Angptl7
Q8R2B6,Vmn1r178
Q8R4G6,Mgat5
Q8VG27,Or6d14
Q91WM1,Strbp
Q91ZB7,Mrgpre
Q91ZN5,Slc35b2
Q923D4,Sf3b5
Q925F2,Esam
Q925H1,Trps1
Q99LU8,N/A
Q99MP8,Brap
Q9CQL1,Magohb
Q9CR60,Golt1b
Q9CS42,Prps2
Q9CWR0,Arhgef25
Q9CYS6,N/A
Q9D030,Twist2
Q9D289,Trappc6b
Q9DCJ9,Npl
Q9EQ93,Or8g24
Q9ESF4,Grina
Q9QX29,Trpc5
Q9QYL0,H1-9
Q9R087,Gpc6
Q9R0M3,Srpx
Q9WU12,Snurf
Q9WU66,Sfrp5
Q9WUK7,Opn3
Q9WUZ5,Tnni1
Q9Z0R6,Itsn2
Q9Z2E3,Ern2
Q9Z2Z6,Slc25a20
A0A0G2JDE9,Traj22
A0A0G2JE99,Iglc1
A0AA74KT35,Gm2832
A2A8L5,Ptprf
A2AFE9,Prr32
A2RSY1,Kansl3
B1ASB3,Aadacl4fm5
B2RY52,Alyreffm5
E9PXM9,Fbxw24
G3X9D6,Apon
L7N1Z1,Or2g25
L7N213,Vmn1r86
O09165,Casq1
O35646,Capn6
O35723,Dnajb3
O35929,Rem1
O54927,Wsb1
O55071,Cyp2b19
O70174,Chrna4
P04117,Fabp4
P12815,Pdcd6
P20917,Mag
P22725,Wnt5a
P23818,Gria1
P24457,Cyp2d11
P26041,Msn
P39054,Dnm2
P40753,Nppb
P42227,Stat3
P43247,Msh2
P54843,Maf
P60324,Nanos3
P60487,Pdxp
P62301,Rps13
P68134,Acta1
P70436,Dlx4
P86793,Ccl21c
P97287,Mcl1
P97358,Taf1b
Q04742,Emx1
Q08EN7,Zcwpw2
Q09163,Dlk1
Q3TC33,Ccdc127
Q3TSA9,Fbxw18
Q3UEG6,Agxt2
Q4KWH5,Plch1
Q5BKP2,Usp13
Q5HZG9,Znf488
Q5IBH6,Spdye4a
Q5MJS3,Fam20c
Q5NCC3,Trim41
Q5SUE8,Ankrd40
Q5SW46,Lpo
Q61168,Laptm5
Q61550,Rad21
Q62351,Tfrc
Q62465,Vat1
Q6NZM9,Hdac4
Q6R5N8,Tlr13
Q6ZPI0,Jade1
Q7TRF3,Or7d11
Q7TSQ8,Pdpr
Q7TSV4,Pgm2
Q80VW7,Akna
Q80Z10,Astn2
Q811B5,Prr3
Q8BFZ8,Fam72a
Q8BHB7,N/A
Q8BIZ0,Pcdh20
Q8BLR5,Psd4
Q8CI75,Dis3l2
Q8CIF4,Btd
Q8K248,Hpdl
Q8K2H4,Acap1
Q8R4D1,Slc9a8
Q8VDG5,Ppcs
Q8VDN4,Ccdc92
Q8VET0,Or4f58
Q8VFL9,Or5t7
Q8VFS3,Or2a51
Q91V17,Znrf1
Q91Y02,Pcdhb18
Q99P47,Cntnap4
Q9CR10,Oxld1
Q9D0D3,Mtpap
Q9D2C7,Tmbim6
Q9DAD6,Pfn3
Q9DCS3,Mecr
Q9DCV7,Krt7
Q9EQA0,Or8d1b
Q9EQW4,Cyp3a44
Q9ET80,Jph1
Q9QWV1,H2-Oa
Q9QYM8,Cenph
Q9QZC2,Plxnc1
Q9R1Q9,Atp6ap1
Q9WU39,Scnn1g
Q9WUG6,Insl5
Q9WV55,Vapa
Q9Z0J0,Npc2
A0A075B5T4,Ighv1-4
A0A087WQ87,Trav17
A0A0B4J1N0,Ighv1-76
A0A1B0GS61,Ccdc201
A0A1B0GS75,Ifitm6
A0A1D5RLC8,Marcol
A0A2I3BPX0,Or5d3
A2A690,Tanc2
A2AMW3,Gabre
A2ART2,Zfp968
A2ART8,Tgm7
B2RVL6,Zcchc24
C6KI89,Catsperg2
E9PYK3,Parp4
E9Q468,Npffr1
E9Q4Y8,8030474K03Rik
E9Q6R1,Itga10
F6TUL9,Vsig4
G3XA52,Vmn1r34
G5E897,Poglut3
G5E8G2,Usp17ld
J3QN64,Btbd35f22
O35161,Celsr1
O35316,Slc6a6
O35602,Rax
O35623,Bet1
O70311,Nmt2
O88990,Actn3
P25206,Mcm3
P41233,Abca1
P46662,Nf2
P48428,Tbca
P50114,S100b
P58308,Hcrtr2
P61168,Drd2
P84075,Hpca
P97450,Atp5pf
P97493,Txn2
Q1RLK3,Pramel3d
Q3TAQ9,Wdr36
Q3ULJ0,Gpd1l
Q3V3G7,Gramd2a
Q5GAM9,Rnase11
Q5SPL2,Phf12
Q60662,Akap4
Q60876,Eif4ebp1
Q61286,Tcf12
Q61414,Krt15
Q61616,Drd1
Q61733,Mrps31
Q62225,Cish
Q6P5D4,Cep135
Q6P5U8,Ccdc148
Q6P9K9,Nrxn3
Q6Y685,Tacc1
Q7TNR9,Arhgef4
Q80TH2,Erbin
Q80UR4,Prss34
Q8BHL4,Gprc5a
Q8BKT7,Thoc5
Q8BLX4,Slc35c1
Q8BQP8,Rab11fip4
Q8BU33,Ilvbl
Q8BVY4,Supt3
Q8C5S7,Rec8
Q8C5V5,Wdr27
Q8C784,Mosmo
Q8C9J3,Spef2
Q8CI59,Steap3
Q8CI94,Pygb
Q8K0D0,Cdk17
Q8K194,Snrnp27
Q8K1K4,Cenpi
Q8K1K9,Hinfp
Q8K2G4,Bbs7
Q8R322,Gle1
Q8R4L0,Sla2
Q8VDP6,Cdipt
Q8VG87,Or13c3
Q8VGU9,Or52n5
Q91WT9,Cbs
Q91XB0,Trex1
Q99KC8,Vwa5a
Q99MV5,Mov10l1
Q99PM3,Gtf2a1
Q9CXP9,Exo5
Q9CZB3,Thumpd2
Q9D1A2,Cndp2
Q9D7N6,Mrpl30
Q9DC37,Mfsd1
Q9DCT2,Ndufs3
Q9EP71,Rai14
Q9EQ97,Or8g35
Q9ESN3,Pgap6
Q9JK88,Serpini2
Q9JL26,Fmnl1
Q9QXZ0,Macf1
Q9QYK4,Hs6st3
Q9WUA5,Epm2a
Q9Z0G2,Srpk3
A0A075B5N4,Igkv8-27
A0A075B641,Trav8-1
A0A087WSS0,Gm20911
A0A0A6YWG4,Ighv5-12-4
A0A0G2JF94,Trav14-1
A0A0G2JGK9,Traj37
A0A0G2LB96,Trbv29
A0A0J9YUM1,Pramel41
A0A571BEW1,Gm50457
A0A5F8MPS3,Gm11100
A0A5F8MPV3,Gm13398
A0AA74KT98,Gm3264
A0ABA7IXE3,N/A
A2A559,Pgap3
A2AHG0,Lzts3
A2AI08,Tprn
A2AVT0,Or9m1b
B1AUR6,Mms22l
B1AY13,Usp24
D3YX18,Krtap20-22
E9PV87,Talpid3
E9Q5M4,Zfr2
E9Q5W2,Spata31d1d
G3X9F6,Sh3tc1
G5E8F4,Fpgt
K7N6B6,Vmn1r168
K9J7G9,Vmn1r245
L7N298,Gm3424
L7N2B7,Vmn2r77
L7N457,Or10g3b
O08966,Slc22a1
O35153,Bet1l
O70281,Tpst1
O70443,Gnaz
P17433,Spi1
P24547,Impdh2
P28322,Etv4
P31938,Map2k1
P36895,Bmpr1a
P41133,Id3
P56565,S100a1
P68368,Tuba4a
Q06649,Sh3bp2
Q0VG49,N/A
Q14C10,Vmn1r15
Q2TB54,Fcamr
Q3UH06,Rreb1
Q3ULD5,Mccc2
Q5IR70,Cage1
Q5NCD2,Or2t46
Q5SSH8,Cyb5d2
Q60718,Adam2
Q61235,Sntb2
Q61686,Cbx5
Q62137,Jak3
Q69ZB8,Zcchc2
Q6P7W0,Senp6
Q6PAM1,Txlna
Q7TNC9,Inpp5a
Q7TQA7,Tas2r3
Q80UK7,Sass6
Q80UZ2,Sdad1
Q80X86,Armc12
Q810L4,Tmem39b
Q8BGC9,Creg2
Q8BHH9,Tmem179
Q8BHZ0,Cyria
Q8BJ73,Rspo4
Q8BJH1,Zc2hc1a
Q8BR70,Yipf6
Q8BWU3,Fam131a
Q8BXR9,Osbpl6
Q8C4U3,Sfrp1
Q8C5Z4,Defb21
Q8CDG1,Piwil2
Q8CDZ2,Mettl21e
Q8K3G9,Appl2
Q8K4F5,Abhd11
Q8R0I4,Tm2d2
Q8R1J3,Zcchc9
Q8R1J9,Tor2a
Q8R4E4,Myoz3
Q8VC60,Glb1l
Q8VDU0,Gpsm2
Q8VDW4,Ube2w
Q8VGW5,Or52b2
Q99N43,Kremen1
Q9D051,Pdhb
Q9D2L1,Arsk
Q9D4D7,Tmem30c
Q9DBG9,Tax1bp3
Q9EPR2,Pla2g12a
Q9JIA1,Lgi1
Q9JJE7,Fads3
Q9QY05,Insl6
Q9QZQ1,Afdn
Q9R097,Spint1
Q9R1C7,Prpf40a
